ID,ID V 4.0,ID SwissFIR,name D,synonyms D,name F,synonyms F,name I,synonyms I,name E,synonyms E,category D,category F,category I,category E,specific gravity,energy kJ,unit,matrix unit,value type,source,energy kcal,unit,matrix unit,value type,source,protein,unit,matrix unit,value type,source,alcohol,unit,matrix unit,value type,source,water,unit,matrix unit,value type,source,"carbohydrates, available",unit,matrix unit,value type,source,starch,unit,matrix unit,value type,source,sugars,unit,matrix unit,value type,source,dietary fibres,unit,matrix unit,value type,source,"fat, total",unit,matrix unit,value type,source,cholesterol,unit,matrix unit,value type,source,"fatty acids, monounsaturated",unit,matrix unit,value type,source,"fatty acids, saturated",unit,matrix unit,value type,source,"fatty acids, polyunsaturated",unit,matrix unit,value type,source,vitamin A activity,unit,matrix unit,value type,source,all-trans retinol equivalents,unit,matrix unit,value type,source,beta-carotene activity,unit,matrix unit,value type,source,beta-carotene,unit,matrix unit,value type,source,vitamin B1 (thiamine),unit,matrix unit,value type,source,vitamin B2 (riboflavin),unit,matrix unit,value type,source,vitamin B6 (pyridoxine),unit,matrix unit,value type,source,vitamin B12 (cobalamin),unit,matrix unit,value type,source,niacin,unit,matrix unit,value type,source,folate,unit,matrix unit,value type,source,pantothenic acid,unit,matrix unit,value type,source,vitamin C (ascorbic acid),unit,matrix unit,value type,source,vitamin D (calciferol),unit,matrix unit,value type,source,vitamin E activity,unit,matrix unit,value type,source,sodium (Na),unit,matrix unit,value type,source,potassium (K),unit,matrix unit,value type,source,chloride (Cl),unit,matrix unit,value type,source,calcium (Ca),unit,matrix unit,value type,source,magnesium (Mg),unit,matrix unit,value type,source,phosphorus (P),unit,matrix unit,value type,source,iron (Fe),unit,matrix unit,value type,source,iodide (I),unit,matrix unit,value type,source,zinc (Zn),unit,matrix unit,value type,source,record has changed
887,4661,1001559,Tirolercake,,Cake tyrolien,,Cake alla tirolese,,Tyrolese cake,,"Süssigkeiten/Kuchen, Torten und Cake","Sucreries/Gâteaux, tourtes et cakes","Dolciumi/Dolci, torte e cake",Sweets/Cakes and tarts,,1710,kilojoule,per 100g edible portion,weighted,Computed value,411,kilocalorie,per 100g edible portion,weighted,Computed value,8.1,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,24.1,gram,per 100g edible portion,weighted,Computed value,41.1,gram,per 100g edible portion,weighted,Computed value,20.2,gram,per 100g edible portion,weighted,Computed value,20.5,gram,per 100g edible portion,weighted,Computed value,2.5,gram,per 100g edible portion,weighted,Computed value,23.2,gram,per 100g edible portion,weighted,Computed value,114,milligram,per 100g edible portion,weighted,Computed value,9,gram,per 100g edible portion,weighted,Computed value,10.3,gram,per 100g edible portion,weighted,Computed value,1.8,gram,per 100g edible portion,weighted,Computed value,161,retinol equivalent,per 100g edible portion,weighted,Computed value,156,retinol equivalent,per 100g edible portion,weighted,Computed value,62,beta-carotene equivalent,per 100g edible portion,weighted,Computed value,52,microgram,per 100g edible portion,weighted,Computed value,0.11,milligram,per 100g edible portion,weighted,Computed value,0.14,milligram,per 100g edible portion,weighted,Computed value,0.13,milligram,per 100g edible portion,weighted,Computed value,1.1,microgram,per 100g edible portion,weighted,Computed value,0.95,milligram,per 100g edible portion,weighted,Computed value,7.1,microgram,per 100g edible portion,weighted,Computed value,0.47,milligram,per 100g edible portion,weighted,Computed value,0.3,milligram,per 100g edible portion,weighted,Computed value,0.7,microgram,per 100g edible portion,weighted,Computed value,2.9,alpha-tocopherol equivalent,per 100g edible portion,weighted,Computed value,53,milligram,per 100g edible portion,weighted,Computed value,230,milligram,per 100g edible portion,weighted,Computed value,62,milligram,per 100g edible portion,weighted,Computed value,56,milligram,per 100g edible portion,weighted,Computed value,37,milligram,per 100g edible portion,weighted,Computed value,130,milligram,per 100g edible portion,weighted,Computed value,1.7,milligram,per 100g edible portion,weighted,Computed value,8.2,microgram,per 100g edible portion,weighted,Computed value,1.2,milligram,per 100g edible portion,weighted,Computed value,1
827,3604,1001496,Toastbrot mit Butter,,Pain de mie au beurre,Pain toast,Pane per toast al burro,,"Bread for toasting, white, made with butter",,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren","Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria","Bread, flakes and breakfast cereals/Bread and bread products",,1330,kilojoule,per 100g edible portion,weighted,Computed value,316,kilocalorie,per 100g edible portion,weighted,Computed value,8.9,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,32.8,gram,per 100g edible portion,weighted,Computed value,45.7,gram,per 100g edible portion,weighted,Computed value,42.3,gram,per 100g edible portion,weighted,Computed value,2.7,gram,per 100g edible portion,weighted,Computed value,2.2,gram,per 100g edible portion,weighted,Computed value,10.4,gram,per 100g edible portion,weighted,Computed value,42,milligram,per 100g edible portion,weighted,Computed value,2.4,gram,per 100g edible portion,weighted,Computed value,5.9,gram,per 100g edible portion,weighted,Computed value,0.9,gram,per 100g edible portion,weighted,Computed value,102,retinol equivalent,per 100g edible portion,weighted,Computed value,98,retinol equivalent,per 100g edible portion,weighted,Computed value,44,beta-carotene equivalent,per 100g edible portion,weighted,Computed value,38,microgram,per 100g edible portion,weighted,Computed value,0.07,milligram,per 100g edible portion,weighted,Computed value,0.12,milligram,per 100g edible portion,weighted,Computed value,0.13,milligram,per 100g edible portion,weighted,Computed value,0.24,microgram,per 100g edible portion,weighted,Computed value,1.8,milligram,per 100g edible portion,weighted,Computed value,21,microgram,per 100g edible portion,weighted,Computed value,0.32,milligram,per 100g edible portion,weighted,Computed value,0.2,milligram,per 100g edible portion,weighted,Computed value,0.2,microgram,per 100g edible portion,weighted,Computed value,0.39,alpha-tocopherol equivalent,per 100g edible portion,weighted,Computed value,540,milligram,per 100g edible portion,weighted,Computed value,150,milligram,per 100g edible portion,weighted,Computed value,850,milligram,per 100g edible portion,weighted,Computed value,52,milligram,per 100g edible portion,weighted,Computed value,19,milligram,per 100g edible portion,weighted,Computed value,100,milligram,per 100g edible portion,weighted,Computed value,1.1,milligram,per 100g edible portion,weighted,Computed value,4.8,microgram,per 100g edible portion,weighted,Computed value,0.9,milligram,per 100g edible portion,weighted,Computed value,1
826,3678,1001495,Toastbrot mit Pflanzenölen,,Pain de mie à huile végétale,Pain toast,Pane per toast all'olio vegetale,,"Bread for toasting, white, made with vegetable oil",,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren","Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria","Bread, flakes and breakfast cereals/Bread and bread products",,1400,kilojoule,per 100g edible portion,weighted,Computed value,332,kilocalorie,per 100g edible portion,weighted,Computed value,8.9,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,31.1,gram,per 100g edible portion,weighted,Computed value,45.6,gram,per 100g edible portion,weighted,Computed value,42.3,gram,per 100g edible portion,weighted,Computed value,2.7,gram,per 100g edible portion,weighted,Computed value,2.2,gram,per 100g edible portion,weighted,Computed value,12.2,gram,per 100g edible portion,weighted,Computed value,20,milligram,per 100g edible portion,weighted,Computed value,4.5,gram,per 100g edible portion,weighted,Computed value,2,gram,per 100g edible portion,weighted,Computed value,4.6,gram,per 100g edible portion,weighted,Computed value,21,retinol equivalent,per 100g edible portion,weighted,Computed value,21,retinol equivalent,per 100g edible portion,weighted,Computed value,7,beta-carotene equivalent,per 100g edible portion,weighted,Computed value,7,microgram,per 100g edible portion,weighted,Computed value,0.07,milligram,per 100g edible portion,weighted,Computed value,0.12,milligram,per 100g edible portion,weighted,Computed value,0.13,milligram,per 100g edible portion,weighted,Computed value,0.24,microgram,per 100g edible portion,weighted,Computed value,1.8,milligram,per 100g edible portion,weighted,Computed value,21,microgram,per 100g edible portion,weighted,Computed value,0.32,milligram,per 100g edible portion,weighted,Computed value,0.2,milligram,per 100g edible portion,weighted,Computed value,0.1,microgram,per 100g edible portion,weighted,Computed value,3.4,alpha-tocopherol equivalent,per 100g edible portion,weighted,Computed value,540,milligram,per 100g edible portion,weighted,Computed value,150,milligram,per 100g edible portion,weighted,Computed value,850,milligram,per 100g edible portion,weighted,Computed value,51,milligram,per 100g edible portion,weighted,Computed value,19,milligram,per 100g edible portion,weighted,Computed value,100,milligram,per 100g edible portion,weighted,Computed value,1.1,milligram,per 100g edible portion,weighted,Computed value,4.8,microgram,per 100g edible portion,value type not known,Computed value,0.9,milligram,per 100g edible portion,weighted,Computed value,1
490,4539,1000977,Tofu,,Tofu,,Tofu,,Tofu,,Fleischersatzprodukte,Substituts de viande,Prodotti sostituti della carne,Meat substitutes,,337,kilojoule,per 100g edible portion,weighted,Computed value,81,kilocalorie,per 100g edible portion,weighted,Computed value,8.1,gram,per 100g edible portion,weighted,5,0,gram,per 100g edible portion,weighted,5,84.6,gram,per 100g edible portion,weighted,5,0.7,gram,per 100g edible portion,weighted,5,0,gram,per 100g edible portion,weighted,22,0,gram,per 100g edible portion,weighted,22,1.2,gram,per 100g edible portion,weighted,5,4.8,gram,per 100g edible portion,weighted,5,0,milligram,per 100g edible portion,weighted,5,1.1,gram,per 100g edible portion,weighted,5,0.1,gram,per 100g edible portion,weighted,5,2.7,gram,per 100g edible portion,weighted,5,4,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,54,beta-carotene equivalent,per 100g edible portion,weighted,81,,,,,,0.08,milligram,per 100g edible portion,weighted,1642;5,0.05,milligram,per 100g edible portion,weighted,5,0.05,milligram,per 100g edible portion,weighted,1642;5,0,microgram,per 100g edible portion,weighted,22,1.2,milligram,per 100g edible portion,weighted,5,15,microgram,per 100g edible portion,weighted,5,0.09,milligram,per 100g edible portion,weighted,1642;36,0,milligram,per 100g edible portion,weighted,5,0,microgram,per 100g edible portion,weighted,5,0.01,alpha-tocopherol equivalent,per 100g edible portion,weighted,5,7,milligram,per 100g edible portion,weighted,5,120,milligram,per 100g edible portion,weighted,5,16,milligram,per 100g edible portion,weighted,9,100,milligram,per 100g edible portion,weighted,5,99,milligram,per 100g edible portion,weighted,36,97,milligram,per 100g edible portion,weighted,5,5.4,milligram,per 100g edible portion,weighted,5,10,microgram,per 100g edible portion,weighted,9,0.8,milligram,per 100g edible portion,weighted,5,1
1027,4261,,"Tomate, gedünstet (ohne Zugabe von Fett und Salz)",,"Tomate, à l'étuvée (sans adjonction de graisse ni de sel)",,"Pomodoro, stufato (senza aggiunta di grasso e sale)",,"Tomato, stewed (without addition of fat and salt)",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),,116,kilojoule,per 100g edible portion,weighted,Computed value,28,kilocalorie,per 100g edible portion,weighted,Computed value,1,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,91.8,gram,per 100g edible portion,weighted,Computed value,4.2,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,4.2,gram,per 100g edible portion,weighted,Computed value,1.6,gram,per 100g edible portion,weighted,Computed value,0.4,gram,per 100g edible portion,weighted,Computed value,0,milligram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,0.1,gram,per 100g edible portion,weighted,Computed value,62,retinol equivalent,per 100g edible portion,weighted,Computed value,0,retinol equivalent,per 100g edible portion,weighted,Computed value,745,beta-carotene equivalent,per 100g edible portion,weighted,Computed value,585,microgram,per 100g edible portion,weighted,Computed value,0.07,milligram,per 100g edible portion,weighted,Computed value,0.05,milligram,per 100g edible portion,weighted,Computed value,0.1,milligram,per 100g edible portion,weighted,Computed value,0,microgram,per 100g edible portion,weighted,Computed value,0.75,milligram,per 100g edible portion,weighted,Computed value,16,microgram,per 100g edible portion,weighted,Computed value,0.36,milligram,per 100g edible portion,weighted,Computed value,20.1,milligram,per 100g edible portion,weighted,Computed value,0,microgram,per 100g edible portion,weighted,Computed value,1.3,alpha-tocopherol equivalent,per 100g edible portion,weighted,Computed value,2.1,milligram,per 100g edible portion,weighted,Computed value,290,milligram,per 100g edible portion,weighted,Computed value,40,milligram,per 100g edible portion,weighted,Computed value,11,milligram,per 100g edible portion,weighted,Computed value,8.3,milligram,per 100g edible portion,weighted,Computed value,22,milligram,per 100g edible portion,weighted,Computed value,0.3,milligram,per 100g edible portion,weighted,Computed value,1.4,microgram,per 100g edible portion,weighted,Computed value,0.1,milligram,per 100g edible portion,weighted,Computed value,1
637,4138,1001188,"Tomate, geschält (Konserve)",Pelati,"Tomate, pelée, conserve",,"Pomodoro, pelato, conserva",,"Tomato, peeled (pelati), canned",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),,82,kilojoule,per 100g edible portion,weighted,Computed value,19,kilocalorie,per 100g edible portion,weighted,Computed value,0.9,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,93.8,gram,per 100g edible portion,weighted,43,3,gram,per 100g edible portion,weighted,43,0.1,gram,per 100g edible portion,weighted,43,2.9,gram,per 100g edible portion,weighted,43,1,gram,per 100g edible portion,weighted,43,0.2,gram,per 100g edible portion,weighted,1008,0,milligram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,1008,0,gram,per 100g edible portion,weighted,1008,0.1,gram,per 100g edible portion,weighted,1008,35,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,423,beta-carotene equivalent,per 100g edible portion,weighted,51,353,microgram,per 100g edible portion,weighted,89,0.05,milligram,per 100g edible portion,weighted,43,0.03,milligram,per 100g edible portion,weighted,43,0.06,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.7,milligram,per 100g edible portion,weighted,43,11,microgram,per 100g edible portion,weighted,43,0.2,milligram,per 100g edible portion,weighted,43,13,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,1,alpha-tocopherol equivalent,per 100g edible portion,weighted,43,100,milligram,per 100g edible portion,weighted,43,240,milligram,per 100g edible portion,weighted,43,360,milligram,per 100g edible portion,weighted,9,16,milligram,per 100g edible portion,weighted,43,12,milligram,per 100g edible portion,weighted,43,20,milligram,per 100g edible portion,weighted,43,0.7,milligram,per 100g edible portion,weighted,43,2,microgram,per 100g edible portion,weighted,9,0.1,milligram,per 100g edible portion,weighted,9,1
348,4329,1000809,"Tomate, roh",,"Tomate, crue",,"Pomodoro, crudo",,"Tomato, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,,89,kilojoule,per 100g edible portion,weighted,Computed value,21,kilocalorie,per 100g edible portion,weighted,Computed value,0.8,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,93.8,gram,per 100g edible portion,weighted,43,3.2,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,3.2,gram,per 100g edible portion,weighted,43,1.2,gram,per 100g edible portion,weighted,43,0.3,gram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0,gram,per 100g edible portion,weighted,43,0.1,gram,per 100g edible portion,weighted,43,47,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,566,beta-carotene equivalent,per 100g edible portion,weighted,51,494,microgram,per 100g edible portion,weighted,87,0.06,milligram,per 100g edible portion,weighted,43,0.04,milligram,per 100g edible portion,weighted,43,0.08,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,0.6,milligram,per 100g edible portion,weighted,43,24,microgram,per 100g edible portion,weighted,43,0.3,milligram,per 100g edible portion,weighted,43,18,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,1,alpha-tocopherol equivalent,per 100g edible portion,weighted,43,1.6,milligram,per 100g edible portion,weighted,318,220,milligram,per 100g edible portion,weighted,318,30,milligram,per 100g edible portion,weighted,36,8.5,milligram,per 100g edible portion,weighted,318,6.3,milligram,per 100g edible portion,weighted,318,17,milligram,per 100g edible portion,weighted,318,0.2,milligram,per 100g edible portion,weighted,318,1.1,microgram,per 100g edible portion,weighted,36,0.1,milligram,per 100g edible portion,weighted,318,1
1617,,,"Tomatenkuchen, gebacken (mit Blätterteig)",Tomatenwähe,"Gateau aux tomates, cuit au four (pâte feuilletée)",,"Torta ai pomodori, cotta nel forno (pasta sfoglia)",,"Tomato quiche, baked (with puff pastry)",,Gerichte/Kuchen und Gratins,Plats/Tartes sucrées et salées et gratins,Cibi/Torte dolci e salate e gratin,"Prepared dishes/Cakes, pies and gratins",,649,kilojoule,per 100g edible portion,weighted,Computed value,156,kilocalorie,per 100g edible portion,weighted,Computed value,3.5,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,74.4,gram,per 100g edible portion,weighted,Computed value,10,gram,per 100g edible portion,weighted,Computed value,7.3,gram,per 100g edible portion,weighted,Computed value,2.6,gram,per 100g edible portion,weighted,Computed value,1,gram,per 100g edible portion,weighted,Computed value,11.1,gram,per 100g edible portion,weighted,Computed value,74,milligram,per 100g edible portion,weighted,Computed value,2.7,gram,per 100g edible portion,weighted,Computed value,6.2,gram,per 100g edible portion,weighted,Computed value,0.8,gram,per 100g edible portion,weighted,Computed value,148,retinol equivalent,per 100g edible portion,weighted,Computed value,118,retinol equivalent,per 100g edible portion,weighted,Computed value,359,beta-carotene equivalent,per 100g edible portion,weighted,Computed value,280,microgram,per 100g edible portion,weighted,Computed value,0.07,milligram,per 100g edible portion,weighted,Computed value,0.1,milligram,per 100g edible portion,weighted,Computed value,0.08,milligram,per 100g edible portion,weighted,Computed value,0.65,microgram,per 100g edible portion,weighted,Computed value,0.57,milligram,per 100g edible portion,weighted,Computed value,10,microgram,per 100g edible portion,weighted,Computed value,0.33,milligram,per 100g edible portion,weighted,Computed value,7.8,milligram,per 100g edible portion,weighted,Computed value,0.5,microgram,per 100g edible portion,weighted,Computed value,0.78,alpha-tocopherol equivalent,per 100g edible portion,weighted,Computed value,140,milligram,per 100g edible portion,weighted,Computed value,160,milligram,per 100g edible portion,weighted,Computed value,220,milligram,per 100g edible portion,weighted,Computed value,34,milligram,per 100g edible portion,weighted,Computed value,8.8,milligram,per 100g edible portion,weighted,Computed value,60,milligram,per 100g edible portion,weighted,Computed value,0.6,milligram,per 100g edible portion,weighted,Computed value,5.5,microgram,per 100g edible portion,weighted,Computed value,0.4,milligram,per 100g edible portion,weighted,Computed value,1
1618,,,"Tomatenkuchen, gebacken (mit Kuchenteig)",Tomatenwähe,"Gateu aux tomates, cuit au four (pâte à gateau)",,"Torta ai pomodori, cotta nel forno (pasta per torta)",,"Tomato quiche, baked (with cake dough)",,Gerichte/Kuchen und Gratins,Plats/Tartes sucrées et salées et gratins,Cibi/Torte dolci e salate e gratin,"Prepared dishes/Cakes, pies and gratins",,610,kilojoule,per 100g edible portion,weighted,Computed value,146,kilocalorie,per 100g edible portion,weighted,Computed value,3.9,gram,per 100g edible portion,weighted,Computed value,0,gram,per 100g edible portion,weighted,Computed value,73.9,gram,per 100g edible portion,weighted,Computed value,12.3,gram,per 100g edible portion,weighted,Computed value,9.6,gram,per 100g edible portion,weighted,Computed value,2.6,gram,per 100g edible portion,weighted,Computed value,1.1,gram,per 100g edible portion,weighted,Computed value,8.8,gram,per 100g edible portion,weighted,Computed value,68,milligram,per 100g edible portion,weighted,Computed value,2.2,gram,per 100g edible portion,weighted,Computed value,4.8,gram,per 100g edible portion,weighted,Computed value,0.7,gram,per 100g edible portion,weighted,Computed value,125,retinol equivalent,per 100g edible portion,weighted,Computed value,96,retinol equivalent,per 100g edible portion,weighted,Computed value,349,beta-carotene equivalent,per 100g edible portion,weighted,Computed value,271,microgram,per 100g edible portion,weighted,Computed value,0.07,milligram,per 100g edible portion,weighted,Computed value,0.1,milligram,per 100g edible portion,weighted,Computed value,0.09,milligram,per 100g edible portion,weighted,Computed value,0.65,microgram,per 100g edible portion,weighted,Computed value,0.67,milligram,per 100g edible portion,weighted,Computed value,10,microgram,per 100g edible portion,weighted,Computed value,0.34,milligram,per 100g edible portion,weighted,Computed value,7.8,milligram,per 100g edible portion,weighted,Computed value,0.5,microgram,per 100g edible portion,weighted,Computed value,0.74,alpha-tocopherol equivalent,per 100g edible portion,weighted,Computed value,150,milligram,per 100g edible portion,weighted,Computed value,170,milligram,per 100g edible portion,weighted,Computed value,230,milligram,per 100g edible portion,weighted,Computed value,35,milligram,per 100g edible portion,weighted,Computed value,9.5,milligram,per 100g edible portion,weighted,Computed value,63,milligram,per 100g edible portion,weighted,Computed value,0.6,milligram,per 100g edible portion,weighted,Computed value,5.5,microgram,per 100g edible portion,weighted,Computed value,0.4,milligram,per 100g edible portion,weighted,Computed value,1
636,4726,1001187,Tomatenpüree,Tomatenmark,Concentré de tomates,Purée de tomates,"Pomodoro, purea ",Concentrato di pomodoro,Tomato paste,,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),,326,kilojoule,per 100g edible portion,weighted,Computed value,77,kilocalorie,per 100g edible portion,weighted,Computed value,4.5,gram,per 100g edible portion,weighted,9,0,gram,per 100g edible portion,weighted,22,76.7,gram,per 100g edible portion,weighted,9,12.9,gram,per 100g edible portion,weighted,9,0.4,gram,per 100g edible portion,weighted,9,12.4,gram,per 100g edible portion,weighted,9,2.8,gram,per 100g edible portion,weighted,9,0.2,gram,per 100g edible portion,weighted,9,0,milligram,per 100g edible portion,weighted,22,0,gram,per 100g edible portion,weighted,9,0,gram,per 100g edible portion,weighted,9,0.1,gram,per 100g edible portion,weighted,9,38,retinol equivalent,per 100g edible portion,weighted,51,0,retinol equivalent,per 100g edible portion,weighted,51,456,beta-carotene equivalent,per 100g edible portion,weighted,51,456,microgram,per 100g edible portion,weighted,109,0.22,milligram,per 100g edible portion,weighted,9,0.12,milligram,per 100g edible portion,weighted,9,0.44,milligram,per 100g edible portion,weighted,9,0,microgram,per 100g edible portion,weighted,9,3.5,milligram,per 100g edible portion,weighted,9,54,microgram,per 100g edible portion,weighted,9,1,milligram,per 100g edible portion,weighted,9,38,milligram,per 100g edible portion,weighted,9,0,microgram,per 100g edible portion,weighted,9,5.4,alpha-tocopherol equivalent,per 100g edible portion,weighted,9,240,milligram,per 100g edible portion,weighted,9,1150,milligram,per 100g edible portion,weighted,9,490,milligram,per 100g edible portion,weighted,9,48,milligram,per 100g edible portion,weighted,9,48,milligram,per 100g edible portion,weighted,9,94,milligram,per 100g edible portion,weighted,9,1.6,milligram,per 100g edible portion,weighted,9,4,microgram,per 100g edible portion,weighted,9,0.7,milligram,per 100g edible portion,weighted,9,1
564,3601,1001085,Tomatensaft,,Jus de tomate,,Succo di pomodoro,,Tomato juice,,Alkoholfreie Getränke/Frucht- und Gemüsesäfte;Gemüse/Gemüsesäfte,Boissons sans alcool/Jus de fruits et de légumes;Légumes/Jus de légumes,Bevande analcoliche/Succhi di frutta e di verdura;Verdure/Succhi di verdure,Non-alcoholic beverages/Fruit and vegetable juices;Vegetables/Vegetable juices,1.1,65,kilojoule,per 100ml food volume,weighted,Computed value,15,kilocalorie,per 100ml food volume,weighted,Computed value,0.8,gram,per 100ml food volume,weighted,44,0,gram,per 100ml food volume,weighted,22,95.3,gram,per 100ml food volume,weighted,22,3,gram,per 100ml food volume,weighted,44,0.1,gram,per 100ml food volume,weighted,8,2.1,gram,per 100ml food volume,weighted,8,0.1,gram,per 100ml food volume,weighted,9,0,gram,per 100ml food volume,weighted,44,0,milligram,per 100ml food volume,weighted,51,0,gram,per 100ml food volume,weighted,8,0,gram,per 100ml food volume,weighted,8,0.1,gram,per 100ml food volume,weighted,8,33,retinol equivalent,per 100ml food volume,weighted,51,0,retinol equivalent,per 100ml food volume,weighted,51,397,beta-carotene equivalent,per 100ml food volume,weighted,51,397,microgram,per 100ml food volume,weighted,89,0.03,milligram,per 100ml food volume,weighted,9,0.02,milligram,per 100ml food volume,weighted,9,0.05,milligram,per 100ml food volume,weighted,9,0,microgram,per 100ml food volume,weighted,9,0.4,milligram,per 100ml food volume,weighted,9,16,microgram,per 100ml food volume,weighted,9,0.22,milligram,per 100ml food volume,weighted,9,9.9,milligram,per 100ml food volume,weighted,9,0,microgram,per 100ml food volume,weighted,43,0.82,alpha-tocopherol equivalent,per 100ml food volume,weighted,9,220,milligram,per 100ml food volume,weighted,9,220,milligram,per 100ml food volume,weighted,9,400,milligram,per 100ml food volume,weighted,9,14,milligram,per 100ml food volume,weighted,9,13,milligram,per 100ml food volume,weighted,9,26,milligram,per 100ml food volume,weighted,9,0.5,milligram,per 100ml food volume,weighted,9,2,microgram,per 100ml food volume,weighted,9,0.2,milligram,per 100ml food volume,weighted,9,1
667,4404,1001226,Tomatensauce,,Sauce tomate,,Salsa al pomodoro,,Tomato sauce,,Verschiedenes/Saucen,Divers/Sauces,Diversi/Salse,Various/Sauces,,288,kilojoule,per 100g edible portion,weighted,Computed value,69,kilocalorie,per 100g edible portion,weighted,Computed value,1.8,gram,per 100g edible portion,weighted,22,0,gram,per 100g edible portion,weighted,43,82.5,gram,per 100g edible portion,weighted,22,9.7,gram,per 100g edible portion,weighted,22,5.5,gram,per 100g edible portion,weighted,22,4.1,gram,per 100g edible portion,weighted,22,1.9,gram,per 100g edible portion,weighted,43,2.1,gram,per 100g edible portion,weighted,22,0,milligram,per 100g edible portion,weighted,43,0.9,gram,per 100g edible portion,weighted,22,0.5,gram,per 100g edible portion,weighted,22,0.6,gram,per 100g edible portion,weighted,22,62,retinol equivalent,per 100g edible portion,weighted,51,3,retinol equivalent,per 100g edible portion,weighted,8,709,beta-carotene equivalent,per 100g edible portion,weighted,51,709,microgram,per 100g edible portion,weighted,8,0.06,milligram,per 100g edible portion,weighted,43,0.05,milligram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,43,0,microgram,per 100g edible portion,weighted,43,1,milligram,per 100g edible portion,weighted,43,12,microgram,per 100g edible portion,weighted,43,0.3,milligram,per 100g edible portion,weighted,43,11,milligram,per 100g edible portion,weighted,43,0.1,microgram,per 100g edible portion,weighted,43,0.5,alpha-tocopherol equivalent,per 100g edible portion,weighted,43,540,milligram,per 100g edible portion,weighted,43,360,milligram,per 100g edible portion,weighted,43,0,milligram,per 100g edible portion,weighted,22,23,milligram,per 100g edible portion,weighted,43,17,milligram,per 100g edible portion,weighted,43,33,milligram,per 100g edible portion,weighted,43,1.4,milligram,per 100g edible portion,weighted,43,1.6,microgram,per 100g edible portion,weighted,9,0.4,milligram,per 100g edible portion,weighted,9,1
